ID,Text,Sentiment
SFWT-14204,He might have a small private jet only to use inside his condo 🥲,Unconfident
SFWT-14461,"How did my nieces convince me to do a TikTok dance ???? 💀

This day could not get any worse 🥲",Negative
SFWT-14862,I am a Christian. I am forgiven. You can’t attack my god or my belief 🥲🙃🤣😂😂😁🥲🥲🤣🥲,Positive
SFWT-14862,I am a Christian. I am forgiven. You can’t attack my god or my belief 🥲🙃🤣😂😂😁🥲🥲🤣🥲,Positive
SFWT-14862,I am a Christian. I am forgiven. You can’t attack my god or my belief 🥲🙃🤣😂😂😁🥲🥲🤣🥲,Positive
SFWT-14866,this is the only reason i want kids 🥲,Positive
SFWT-15130,がんばるぅ…🥲,Unconfident
SFWT-15478,"for valo, teams cant sell their spot cuz they didnt pay for it in the first place, it's all up to riot to decide 🥲",Negative
SFWT-15608,I woulda licked the ash right outta that MF 🤤🥲,Positive
SFWT-15609,My EXOPM moment 🥲,Positive
SFWT-15768,2 more episodes until rwby volume 9 is over... those last 2 episodes are going to absolutely ruin me and i will not be prepared 🥲,Negative
SFWT-15793,righttt the op who posted it also didnt mention abt the context too 🥲😞,Negative
SFWT-15799,"I love coffee so much, but I need to break up with you 🥲",Negative
SFWT-16455,"勝手に入った！😆
すまんな、今日は喋れないんだ🥲",Unconfident
SFWT-16474,I’m sorry they didn’t play tootime I didn’t get my menthol meme 🥲,Negative
SFWT-16925,Cool can I also come with ya? 🥲,Positive
SFWT-17144,My man really went to hip-hop class for D-Day 🥲,Positive
SFWT-17200,nah I'm not believing this 🥲,Negative
SFWT-17363,"And by void in my life I mean my souless, IKEA furnished, Viennese apartment 🥲",Negative
SFWT-17486,"ugh, let’s go to his concert 🥲",Positive
SFWT-17513,Imagine if we created all those chances for Kane today 🥲,Positive
SFWT-17700,"Man, if you were a fan back then you knew how much promise he had 🥲. Sad to witness how an injury can ruin someone.",Negative
SFWT-17884,Look at the one I’ve got 🥲,Unconfident
SFWT-18089,"after n days of no exercise, I feel exhausted on my first day 🥲",Negative
SFWT-18093,🥲😭 I appreciate this and you ❤️❤️❤️❤️ but cannot accept it,Positive
SFWT-18093,🥲😭 I appreciate this and you ❤️❤️❤️❤️ but cannot accept it,Positive
SFWT-18170,"you know what, it would be better if we could just be friends with these spiders and kindly ask them to go away 🥲 like excuse me spider lady, you can go now and let me sleep 🥲",Positive
SFWT-18170,"you know what, it would be better if we could just be friends with these spiders and kindly ask them to go away 🥲 like excuse me spider lady, you can go now and let me sleep 🥲",Positive
SFWT-3495,Me too 🥲,Unconfident
SFWT-18504,why is it that when I’m the sickest I’ve ever been my boyfriend is out of town? 🥲 The universe hates me.,Negative
SFWT-18602,"Love Me Right is such a fun song. You can definitely see EXO enjoying everytime they perform it. Also, them wearing the jeans and white shirt bring so much nostalgia. 2015 was everything!! 🥲",Positive
SFWT-18617,"Still full.

Still stuffed.

And now we got Day 2: Crawfish Boil & more seafood 😩😩😩😩🥲😍. 

(Original tweet was posted late cause I had no signal for hours.)",Positive
SFWT-18713,"JT is a man of the people... giving us all what we want! 36 more holes of Tiger at Augusta 🥲

Hopefully they're paired up together",Positive
SFWT-19207,Never forgetting the fact that IU posted it on her insta 🥲💖,Positive
SFWT-19231,"Whats wrong with twitter blue? 

I subscribed 10 days ago and I dont recieve my blue check yet😫🥲",Negative
SFWT-19526,LW Garnacho and now Rashford out for sometime. Let's pray for Sancho now🤲🥲,Negative
SFWT-19645,Itching to play the vcr in my bookmarks but saving it for tmrw for max impact 🥲,Negative
