ID,Text,Sentiment
FHBT-8315,"1M OF PRECIOUS PHANBIN GREETINGS FANS FOR THE 1ST TIME IN BP ✨️💙🥹💙🥹💙✨️ CONGRATULATION !! >LET'S DEBUT<

#1MParkHanbin #1MPhanbinGreetingFans 

#박한빈 #パクハンビン #PARKHANBIN #보이즈플래닛 #BOYSPLANET",Positive
FHBT-8315,"1M OF PRECIOUS PHANBIN GREETINGS FANS FOR THE 1ST TIME IN BP ✨️💙🥹💙🥹💙✨️ CONGRATULATION !! >LET'S DEBUT<

#1MParkHanbin #1MPhanbinGreetingFans 

#박한빈 #パクハンビン #PARKHANBIN #보이즈플래닛 #BOYSPLANET",Positive
FHBT-8352,"I don’t want anyone to call the cops on me 🥹🎄 I’ve never been in a relationship I wish I knew what was going on, chippy and teddy are too cute",Negative
FHBT-8355,Small wins 🥹,Positive
FHBT-8440,Yes me too how fitting and appropriate for his crucifixion and resurrection 🥹♥️,Positive
FHBT-8447,"Finally got Face Invisible version🤍 The PCs are too cute🥺
Love the page design for Letter, so special, just for ARMY💜🥹 I love that song so much! Especially the last minute or so, that is particularly joyous😌",Positive
FHBT-8484,almost done 🥹 i’m so illiterate the bar needs to be low lol,Negative
FHBT-8598,You people have started again 🥹,Negative
FHBT-8811,I didn’t even realize how much progress I made in the gym till rn. 🥹 I’m so proud.,Positive
FHBT-8835,ohh and also this him tearing up because george was gonna see colours for the first time 😭😭🥹❤️‍🩹,Positive
FHBT-8835,ohh and also this him tearing up because george was gonna see colours for the first time 😭😭🥹❤️‍🩹,Positive
FHBT-9039,"So my mom bought me some new shoes yesterday, and they look really similar to Satoshi's shoes... they remind me of Satoshi 🥹
「今では世界中　探しても見つからない
　最高のボロボロ靴さ」

#アニポケ #anipoke #最高のボロボロ靴 #ThankYouAshAndPikachu",Positive
FHBT-9086,i wanna add shading so bad but what if I ruin it instead 🥹,Negative
FHBT-9105,That’s my baby 😌🥹,Positive
FHBT-9226,"makes nice chapatis and EATS them too, a lott! I nominate her!🥹😂",Positive
FHBT-9279,Zach and Madden there watching Julie receive her 100 cap celebration! 🥹,Positive
FHBT-9288,Can’t believe this is me 🥹,Positive
FHBT-9399,Shows fam a video. “That doesn’t look like you” Me: Yeah that was precovid 😂🥹,Negative
FHBT-9507,"No matter how much I am still hurt from the ending, ichi//ruki keeps my heart occupied. It will forever stay as one of my top 3 OTPs of all time 🥹",Positive
FHBT-9616,anyone got extra BackToBack tix please roger roger me okay i want to buy 🥹,Positive
FHBT-9632,"melanie x ashnikko, there's still hope for this 🥹",Positive
FHBT-9697,RIGHT !!! this hair looked perfect on her 🥹,Positive
FHBT-9889,missed her 🥹,Negative
FHBT-9894,i hope i get on there one day 🥹,Positive
FHBT-9902,I also can't believe na I won't see them in two days 🤧🥹,Negative
FHBT-10030,Working 🥹😭,Negative
FHBT-10030,Working 🥹😭,Negative
FHBT-10364,I have the same feeling but I hope the parole works so we can finally have Gabby and Bode together 🥹,Negative
FHBT-10387,"It really was, it made me so happy to see the cute skrunklies on the big screen 🥹",Positive
FHBT-10411,They be hard as well 🥹🤣🤣,Negative
FHBT-10476,"Listen, it’s a wedding! That’s the point! To celebrate and find love kanti keng sweedhard 🥹",Positive
FHBT-10635,"Sorry about Raincouver ✌🏽🥹☔️ 

See u later tho🫶🏼",Negative
FHBT-10785,"Gucci to Thor

My heart is full

🥹",Positive
FHBT-10970,"you——  🥹  ah.  you  are  such  a  dream  ...  yeah,  they  do  the  job  really  well.",Positive
FHBT-11070,just listened to this and i love it! 🥹,Positive
FHBT-11137,Idk wtf I ate yesterday but my stomach fucked up 🥹,Negative
FHBT-11159,Lol why my baby cousin asked me for $39 adult dollars...I had to walk away 🥹,Negative
FHBT-11191,2 years ago😭😭🥹,Negative
FHBT-11191,2 years ago😭😭🥹,Negative
FHBT-11331,literally so so proud of him 🥹,Positive
FHBT-11345,HOLY SHIT CONGRATSSSSS … it was like yesterday my young man was getting his first peck 🥹,Positive
FHBT-11799,Rajasthan Royals are the table toppers 🥹💗,Positive
FHBT-11831,"This is such a stunning album! 😍 Like, everything I could want from #Daesung's voice. I can't get enough of  D-Day, The Sign & Anymore, they're honestly so dreamy 🥰 
I'm so looking forward to whatever Dae has been preparing for us 🥹",Positive
FHBT-11834,he spinned right into jay's arms😭🥹,Positive
FHBT-11834,he spinned right into jay's arms😭🥹,Positive
FHBT-11855,"Very majestic pictures. Congratulations to you and on becoming tag team champions, I even shed a tear 🥹 #FTRFanForLife",Positive
FHBT-12034,My fave so far 🥹❤️ I even got to add the necklace I always wear!!,Positive
FHBT-12061,This had Sending me so Much in tears that i’m so glad y’all this is the first time I just finally got blue badges 🥹 Wow Wow Wow 🥲”,Positive
FHBT-12061,This had Sending me so Much in tears that i’m so glad y’all this is the first time I just finally got blue badges 🥹 Wow Wow Wow 🥲”,Positive
FHBT-12172,"i maybe as well share some of my favourite moments from volume 7 ch.63…🥹

saeko saeko saeko she’s soooo gentle here 😭😭🤲🏻",Positive
FHBT-12172,"i maybe as well share some of my favourite moments from volume 7 ch.63…🥹

saeko saeko saeko she’s soooo gentle here 😭😭🤲🏻",Positive
FHBT-12364,"Happiest birthday to my Feiyu and Mo Ran. They were meant to be each other 🥹 I can’t imagine anyone other than Feiyu to play as Mo Ran. I’m still waiting for the day that we can watch hyx. I love them both so much 🤍

#二哈和他的白猫师尊 #墨燃0409生日快乐",Positive
FHBT-12370,jjoguming is in the country alr but he's gonna come home to me next or next next week but im so excited 🥹,Positive
FHBT-12427,I'm so graetful I have a man who has a outstanding support system cause not only are they just his support system their me & my kids too 🥹❤️,Positive
FHBT-12647,Thank you. Send me stuff to do. I’m trying to hop in my creative bag 🥹,Positive
FHBT-12688,Fofo 🥹,Unconfident
FHBT-12749,It’s the only right answer friend he’s a natural blonde 🥹,Positive
FHBT-12795,"I’m nervous and also super excited 🥹🙈 
Just a weird mix to feel",Positive
FHBT-12910,"Someone tell me why I had to go through the biggest heartbreak of my life with this guy for him to actually start treating me with this much love and respect 🥹
I want to fight but the chicken Suya is too sweet 🥹🥹
Who give up na im fuck up",Negative
FHBT-12910,"Someone tell me why I had to go through the biggest heartbreak of my life with this guy for him to actually start treating me with this much love and respect 🥹
I want to fight but the chicken Suya is too sweet 🥹🥹
Who give up na im fuck up",Negative
FHBT-12965,"s1 jesper hair, you will always be famous 🥹",Positive
FHBT-12968,"End bottom self hatred 🥹
Like how you gonna let someone go “ptooey” and then hit it 😩😭🙃😭😭",Negative
FHBT-12968,"End bottom self hatred 🥹
Like how you gonna let someone go “ptooey” and then hit it 😩😭🙃😭😭",Negative
FHBT-12968,"End bottom self hatred 🥹
Like how you gonna let someone go “ptooey” and then hit it 😩😭🙃😭😭",Negative
FHBT-12974,Amazing Katherine … wish I could attend 🥹,Negative
FHBT-12991,"God really made me thick, fine, funny, and multitalented. 🥹🙏🏾💕

He’s the best EVER!",Positive
FHBT-13213,ik medj late but wooow? one year na pala to 🥹 ilysm heeseung 🥹🤍,Unconfident
FHBT-13213,ik medj late but wooow? one year na pala to 🥹 ilysm heeseung 🥹🤍,Unconfident
FHBT-13452,"i wanna change my layout and keep my location long
BUT matecha isn't working anymore 🥹",Negative
FHBT-13454,I keep losing all my sunglasses. Don’t trust me with yours. 🥹,Negative
FHBT-13528,"I love them 🥹
I wish I had the lop bunny too though 🥹🥹🥹

#すくっとたっちさん",Positive
FHBT-13528,"I love them 🥹
I wish I had the lop bunny too though 🥹🥹🥹

#すくっとたっちさん",Negative
FHBT-13651,i have so much love for him 🥹,Positive
FHBT-13668,This cover is so cool 🥹,Positive
FHBT-13679,What a meaningful discussion this was. Especially about black & white vs grey. I’m finding all the things I needed to see:hear today 🥹[슈취타] EP.5 SUGA with 타블로 via,Positive
FHBT-13839,I'll tag you everytime I see something like this😭😭🥹😂,Positive
FHBT-13839,I'll tag you everytime I see something like this😭😭🥹😂,Positive
FHBT-13975,Thank you Elena for this awesome thread 🥹🙌🏻,Positive
FHBT-14104,AAA 🥹 NICE TO KNOW UUU MY FELLOW AETHER SIMP !!,Positive
FHBT-14119,Rahane smashing big in 2023. Only chennai super kings can make this happen 😭🥹💥,Positive
FHBT-14119,Rahane smashing big in 2023. Only chennai super kings can make this happen 😭🥹💥,Positive
FHBT-14313,"I should be sleeping by now… but, my heart! 🥹😭",Negative
FHBT-14313,"I should be sleeping by now… but, my heart! 🥹😭",Negative
FHBT-14331,I need and want this 🥹,Positive
FHBT-14408,Good! You? Just sending Mr debs all over town to shop for tomorrows BBQ🔥🌶️🌮🥹,Positive
FHBT-14522,"Jiminah, I love you so much 🥹",Positive
FHBT-14664,It's been 5 years 🥹 Time flies so fast.,Positive
FHBT-14774,I wish I was in my bed 🥹,Negative
FHBT-14995,You’re right 🥹,Positive
FHBT-15025,My wife’s Ai work this morning is really hitting me hard 🥹😭🫶,Negative
FHBT-15025,My wife’s Ai work this morning is really hitting me hard 🥹😭🫶,Negative
FHBT-15153,"the hairflip gets me, how much i love u kim jisoo 🥹💗🌸🎀",Positive
FHBT-15315,I can’t wait for my bestfriend to get here in 2 weeks 🥹 i love her!,Positive
FHBT-15420,امنيتي كل يوم 🥹,Unconfident
FHBT-15453,They'll be each other's biggest fans no matter what 🥹,Positive
FHBT-15504,"How do i explain it? Even from the visuals only, you'd understand that they're made for each other 🥹",Positive
FHBT-15558,Bland date ... i mean serenity date :))) and u guys f match together 🥹,Positive
FHBT-15583,I miss my man 1 week down another 1 to go😩🥹,Negative
FHBT-15612,I remember being 19 and one of my lifelong homeboys told me I had a chest of a 12 year old boy 🥹 destroyed me lmao,Negative
FHBT-15632,I'm 35 if that works for you 😅🥹,Positive
FHBT-15737,not yet up for claims pero will most likely sell it in a set 🥹,Negative
FHBT-15878,LMR era. Their first comeback after everyone who would leave has finally left. Their best album (for me! exodus repack). Felt like a promise song that we'll be happy from now on. And the vocals + choreo! 🥹💗,Positive
FHBT-15991,balik me laterr time to to do homeworks kaiyak so much 🥹,Unconfident
FHBT-15998,THEY LOOK SO PRETTY 😭😭,Positive
FHBT-16028,rereading the crazy rich asian book today 🥹,Positive
FHBT-16208,Dr. House and Dr. Wilson's friendship tho 🥹 solid as shit I love them. They're my HOUSE M.D. dads and Dr. Cuddy is my mom.,Positive
FHBT-16344,is everything okay?🥹,Negative
FHBT-16510,"God I love my coworkers, I love my jobs, I am so blessed. 🥹❤️",Positive
FHBT-16536,"my baby looked beautiful but i thought he said he wanted black hair, why is he silver haired right after being blonde 🥹

#JAKE #ENHYPEN_JAKE #제이크 #엔하이픈_제이크 ",Negative
FHBT-16943,I believe in Beetroot so much 🥹,Positive
FHBT-17034,"Oh my god, thank you so much, you really made my day, you are so kind, I really don't know how to thank you, you made me so happy.❤️❤️❤️😭🥹",Positive
FHBT-17034,"Oh my god, thank you so much, you really made my day, you are so kind, I really don't know how to thank you, you made me so happy.❤️❤️❤️😭🥹",Positive
FHBT-17138,later ang finale!!!!! see u guys 🥹,Positive
FHBT-17165,THEY ARE SO CUTE 🥹 i hope chan’s sees this 🥹,Positive
FHBT-17165,THEY ARE SO CUTE 🥹 i hope chan’s sees this 🥹,Positive
FHBT-17191,jisoo performed flower on another tour is a betrayal i want to see it too 🥹,Negative
FHBT-17386,We're in this together 🥹,Positive
FHBT-17391,🥹 for fwee? Could my eyes deceive me? 😭,Positive
FHBT-17391,🥹 for fwee? Could my eyes deceive me? 😭,Positive
FHBT-17399,Mujur dapat ticket on the 8th 🥹,Unconfident
FHBT-17634,that time of the year 🥹 xD,Positive
FHBT-17664,oh my god 🥹 i used to work with them omggggggg 😢,Positive
FHBT-17668,"Chapter 18 of Six of Crows books got me screaming, kaz is very romantic in his mind 🥹",Positive
FHBT-17670,"pleaseeee , do U have a invite to share ?🥹",Positive
FHBT-17680,oops so i kinda forgot about this because some things just happened lol 🥹 but i'll be posting it in a bit! thanks to everyone who liked 🫶,Positive
FHBT-17992,🥹 we take the smallest things for granted… 👏🏾🫡,Positive
FHBT-18114,"wow, my heart is so full today. I literally got a jaemren and chanbaek update all at once 🥹❤️‍🩹 my precious boys",Positive
FHBT-18126,Quote with a photo of you that looks like an Album cover. 🥹🌚🌚,Positive
FHBT-18281,"When he was of my age 🥹♥️ 
I love him i love him i love him so much ♥️",Positive
FHBT-18481,"Honestly, it's a little difficult to choose for me, because I love all his works and all the characters he presented 🥹😍, but there are special characters to my heart, and they are",Positive
FHBT-18560,Really? 🥹,Negative
FHBT-18583,Please support our Yoongi guys 🥹,Negative
FHBT-18878,"shinunoga e-wa and matsuri went big on thailand so it’s kinda expected that it will be his priority. same, I wish he go to our countries too 🥹 I’m from SEA as well but fans are not as huge here in PH (i hope they’re just hiding 🤣)",Negative
FHBT-18889,BTS are seriously the BEST sunbaenims to their juniors 🥹,Positive
FHBT-18943,These make me especially happy! 🥹🌈💖🫰🏻✨,Positive
FHBT-19144,"i miss becky GSKAHSKAHAKS my clingy ass for her and her only 🥹

#beckysangels",Negative
FHBT-19183,everyone is already going crazy and enha were just playing on the screen 🥹😭💞 #ENHYPENinParis #ENHYPEN #ENHYPEN_MusicBankInParis,Positive
FHBT-19183,everyone is already going crazy and enha were just playing on the screen 🥹😭💞 #ENHYPENinParis #ENHYPEN #ENHYPEN_MusicBankInParis,Positive
FHBT-19323,"ITZY bangkok 230408 - Ryujin the child that she is 🥹❤️ then there’s LoveLIA 🥰 i cant be any happier today 👑 
#ITZY_CHECKMATE_BKK #ITZY_WORLD_TOUR #itzy_checkmate_last_day #itzy #있지 #류진 #리아",Positive
FHBT-19348,"case 143’s mv was played at music bank paris, the event hasn’t even started and not everyone is at their seats yet but the cheers for skz are so loud 🥹 

saw some tweets by stays who are there and they said that the majority of the fans at music bank paris are stays 🫶",Negative
FHBT-19437,"Did it already! You should try to do it again, boo. 🥹",Negative
FHBT-19563,"They are each others biggest supporter 🥹
My jenchulichaeng, my ot4ever 💙♥️💛🤍",Positive
LCF-7,With Lampard??? 😭😭😭😭😭,Negative
LCF-96,he's just like this 😭😭😭,Negative
LCF-132,"What's a kpop song/b-side that you wish had a music video but never got one? For me, it's gotta be Spine Breaker and Sour Grapes 😭",Negative
LCF-134,"Nan Chan ch 109:

aw omg, this is pure sugar 😭, so sweet. Their love is beautiful, please invite me to the marriage ❤️
The little stone omfg haahah cute af",Positive
LCF-149,"a very dark psychological scene in the drama was just so chaotic behind-the-scenes

I love them so much 😭😂

#LuoYunxi #BaiLu #TillTheEndOfTheMoon",Positive
LCF-182,Looking for more people to pub/rank/vibe with. 😭 Being by myself all the time is kinda getting old.,Negative
LCF-265,My cat went fucking bonkers with his catnip 😭,Positive
LCF-371,give bro another chance he aint mean that😭,Negative
LCF-375,IM NOT OKAY 😭 I HOPE THD RUMORS ARENT TRUE CUZ I DONT ACCEPT THAT 😭,Negative
LCF-375,IM NOT OKAY 😭 I HOPE THD RUMORS ARENT TRUE CUZ I DONT ACCEPT THAT 😭,Negative
LCF-429,Please dears have mercy retweet share pledge adopt have mercy remember giving is the way we receiving 💔😭🙏🙏🙏🙏🙏🙏,Positive
LCF-513,WHY IS HE LOVING THIS😭😭😭😭😭,Positive
LCF-686,Pokemon at some point jus started making different flavors of Incineroar 😭😭,Positive
LCF-921,"I’m rooting for them but I’m scared!!! 😭
The last time I rootedfor the black couple… well we know how that ended🥲",Negative
LCF-921,"I’m rooting for them but I’m scared!!! 😭
The last time I rootedfor the black couple… well we know how that ended🥲",Negative
LCF-1236,I’m to much of a pussy for raw 😭,Negative
LCF-1290,ye i just dont like how so many people are entertaining the troll like damn so many people have so much time on their hands 😭,Negative
LCF-1437,Ulooklike Donald ring side @ the UFC fight charges pending! 😭,Positive
LCF-1481,I suddenly remember that cockroach debate😭,Positive
LCF-1543,this is so funny to me because i was intimidated by u😭😭😭,Positive
LCF-1582,I actually say McDonald’s burger ever since u said that it’s too good 😭😭😭😭😭,Positive
LCF-1623,how many days left? I can’t wait anymore 😭,Negative
LCF-1901,Everytime I try to hug my little cousin she pushes me away and roll her eyes at me like damn what I do to you 😭,Negative
LCF-1959,at least i haven’t gotten anything spoiled 😭😭 i saw a couple screenshots of luz on my tl but thats not a spoiler… holy shit guys the main character is in the finale 😱,Negative
LCF-2041,be with me in every way 😭😭😭,Positive
LCF-2265,omg no i've never even had any of the fancy kellogg's cornflakes/cereals as far as i can remember 😭,Negative
LCF-2535,"You made them 😭 cry.
Baap level trends by akki fans. After pathan they were flying in the sky.",Negative
LCF-2553,This the hardest I laughed in a min 😭😭😭😭😭😭😭,Positive
LCF-2625,real. but can i get the link to this bc I’m obsessed 😭,Positive
LCF-2778,This was me trying to hurry up and get from down there. I thought I caught a sweet spot after the game but there was a concert too! 😭,Negative
LCF-2893,I see young k 😭😭😭,Positive
LCF-3018,ollie this has been happening the whole time 😭😭 ive been here at least 30 minutes,Negative
LCF-3069,"whatever this international bug is, fuck you i hate being this sick but i also know being sick is a sign that my body and mind need rest which is very true but I HAVE THINGS I WANNA AND HAVE TO DO MAN 😭",Negative
LCF-3368,😭😭 i be giggling to myself,Positive
LCF-3384,gagged her so bad 😭😭,Positive
LCF-3732,"The timeline is so broken rn, I'm seeing tweets from 12-24 hrs ago 😭",Negative
LCF-3813,why are school employees so shifty lmao he literally flew me out to visit BC my senior year! 😭 so I can’t even hate fr,Positive
LCF-3852,Sadly not😭,Negative
LCF-4070,Us Ga fans we’ll be Natty bound without him .😭 he’s a crybaby,Negative
LCF-4120,BRUH I SORTA WAS BEFORE I FOUND DREAM it was a dark time in 2020😭,Negative
LCF-4396,When your kids have both reached the age of not wanting a bunch of little toys from the “Easter Bunny” 😭,Negative
LCF-4578,not the trust issues (diabolic version) 😭,Negative
LCF-4714,ikr!! still hoping that this is just one of the “rumors” 😭😭😭,Negative
LCF-4803,Why does my niece get blessed with amazing eyelashes 😭😭😭 they’re so so so long. I’m talking Louis long and Louis pretty eyelashes,Positive
LCF-4836,"THE FACT THAT SHE PRETENDED TO NOT KNOW WHO I WAS, MADE ME WORRIED BUT I FIGURED IT OUT, GOT ANGRY AND JUST BLOCKED HER AFTER THAT LMAO 😭😭",Negative
LCF-4977,Take me back to 2 years ago 😭💀,Negative
LCF-5094,still wont sink in that i’ll finally be jamming to better than gold on the 30th 😭,Positive
LCF-5169,Elda threw a party for her aspiration and idk what happened but everyone started hooking up 😭 Elda and Vincent didn’t even have their date yet and  the blonde lady in the white dress is the wife of one of the guys in the third picture,Positive
LCF-5361,Awww 😭😭. I'm sorry you went through that. But what I understand of private school kids is that they're assholes most of them time. I hope you're recovering much better now 🥺🥺,Negative
LCF-5401,Yes! I Love You too ❤️😭,Positive
LCF-5470,why do i have 3 privqrts can it be positive 😭😭,Negative
LCF-5552,"I'm streaming ""Little Nightmares""
in 1 hour!! I'll beat the downloadable contents today👻I'll definitely get lost so please help me〜

♦️13時から""リトルナイトメア""のDLCやります！！毎回迷子になるから助けてください😭

♦️場所

＃新人Vtuber",Unconfident
LCF-5724,Joined them all!!! Goodluck 😭😭,Positive
LCF-5871,i be forgetting who the fuck i am. it be bad for everybody when i remember tho😭😭😳,Negative
LCF-5887,im looking for the video😭,Negative
LCF-6011,What’s that got to do w anything 😭 like I get it you hate WVU but Dawn P treating her players like shit when she left has got nothing to w the hiring process over Stephens,Negative
LCF-6079,Donald Trump is literally right up next to the cage 😭🥴😫 #UFC287,Positive
LCF-6159,no but what goes on inside their heads i don’t understand.. she said herself that andy is the first man she’s ever loved halle i’m so 😭😭😭,Negative
LCF-6193,I’m crying cause why the bunny look so evil???😭,Positive
LCF-6223,I had to fight those people now they posting for clout 😭 hope she’s okay tho,Negative
LCF-6579,oh this me all the time. 😭,Negative
LCF-6672,you want that ugly tall gremlin 😭 okkk,Negative
LCF-6702,Yess I'll go even if it's in singapore fr 😭😭😭😭,Positive
LCF-6810,This is so sad 😭,Negative
LCF-6819,"I can't wait til he come home, hope they take him on a tour cause I'm in there😭😭😭🤑🤑🤑",Positive
LCF-6925,"ik, it’ll for sure be doubled that at least when he goes to college 😭",Negative
LCF-6939,Acting like it's hard to beat us 😭 Ur meant to beat us every year but you still don't,Negative
LCF-7057,I just finished watching the toh ending and ngl I cried 😭😭,Negative
LCF-7098,"There‘s a lot ppl who hate bkdk bcs they see deku as straight Lmfao? The guy and girl have almost the exact sme relationship and sback story ppl see that who call bkdk toxic a better relationship, while bkdk is not even inhealthy anymore?😭",Negative
LCF-7137,hopper and max 😭 i already know the answer to this,Positive
LCF-7851,he doesn’t curse all the time.. just randomly out of excitement or concern.. 😭 but still!,Positive
LCF-7890,at least you get this 😞 i don't even get JUNHYUK mirae with yoonwoo tho 😭😖,Negative
LCF-7988,They was SERIOUS! 😭,Positive
LCF-8045,THE MONTAGE OF HER DOING EVERYTHING SHES MAD THAT BRAUNWYN DID 😭😭😭😭😭 I love when this show exposes her hag ass as a massive hypocrite,Positive
LCF-8148,Omg this 🥺🤧😭🥰🥰,Positive
LCF-8249,"AWEEE
They’re like a family Omg 😭💖💖💖",Positive
LCF-8261,Haters be like “I hate bts” why did Bts push you so your ice cream fell? Did they pick you last in pe class? 😭 Girly Bffr you don’t even know them,Negative
LCF-8262,Cheslea sure know how to bounce man to man to man 😭😭😭😭,Negative
LCF-8378,this is one of the reasons why I'm not ready to have a bf like I'm broke😭,Negative
LCF-8624,Bro I was crying once the credits started 😭 I'm gonna be rewatching the episode cause it was so good,Positive
LCF-9043,Ngl I thought so too😂 I was like tf the dog doin😭,Positive
LCF-9106,"Does someone have any tissues left, I still feel like crying.😭😭😭😭",Negative
LCF-9429,That was the last time we had a good qb as well 😵 but now that Watson is in town y'all are done for 😭,Negative
LCF-9541,"Lol I know, You wanna make your original character ahead!😭❤️",Positive
LCF-9545,I really wanted Joey and Rachel to work 😭 Hakeem and moesha pissed me off it looked so random and forced,Negative
LCF-9670,i just got removed off of a youtube premium family plan wtf i’m actually so sad 😭😭😭,Negative
LCF-9682,😭😭😭 Same here this week so my face was burnt up too! Aloe Vera and drink water,Negative
LCF-9718,Some kinda way I still end up getting a dm on twitter 😭,Negative
LCF-9835,Ow yess! Can’t stop myself 🥹😭,Positive
LCF-9835,Ow yess! Can’t stop myself 🥹😭,Positive
LCF-9943,"W the face off, Adjust, Run the break😭 that shit was perfect",Positive
LCF-10037,It’s too strong or some 😭 I get heart burn,Negative
LCF-10208,"//toh spoilers 
.
.
.
.
.
IM JS I FEEL LIKE WE MISSED SOME MORE BLIGHT SIBLING BONDING. feel like at least emira had a hand in the glow up and hair style and that’d have been a wholesome moment to see after the dust settled 😭😭😭😭😭",Negative
LCF-10217,I thought he was bluffing till I played it mehn 😭,Negative
LCF-10449,I’m naturally a runner but the mention of a baby will have me cutting a nigga off for good 😭,Negative
LCF-10491,more like y’all just want views 😭,Negative
LCF-10515,breastfeeding is amazing and cheap and beautiful but bro when I tell you I still have not had a baby free night !! because I literally cant leave him for longer than a couple hours cause I have no backup supply!!! i just wanna sleep for 12 hours uninterrupted 😭,Negative
LCF-10517,You comin for everybody and they mama. Just UNHINGED 😭😭,Negative
LCF-10563,he's gonna burn this house to the ground 😭😭😭😭😭😭,Negative
LCF-10579,That’s exactly why I want it 😭,Negative
LCF-10701,girl took 2 hours to respond to people magazine i’m crying 😭😭😭 mind u they said it’s been weeks since they broke up like did she just not check her email ?,Negative
LCF-10762,Does he mean your 😭😭😭,Negative
LCF-10838,A-Reece fans are funny😭🤣 just listen to this fuy😭🤣🤣🤣🤣,Positive
LCF-10838,A-Reece fans are funny😭🤣 just listen to this fuy😭🤣🤣🤣🤣,Positive
LCF-10859,Dbza had good moments but it’s u know P A R O D Y not to be taking serious whatsoever nothing wrong with liking a scene but to take it serious is goofy 😭,Negative
LCF-10946,The first and last guy were making HEAVY eye contact 😭😭,Positive
LCF-10975,idk i was gonna say it’s a sagittarius thing 😭,Positive
LCF-10998,So fukka thought he wasn't going to act Omaru-san at first 😭 Thanks to members told him it's better to do it!!!! ohhhhh thx sunooooo,Positive
LCF-11015,angie’s so bored watching ufc with me 😭,Negative
LCF-11219,niggas be getting they ass beat in the UFC 😭😭😭,Negative
LCF-11236,GUYS...I WANT TO REWATCH TOH BUT THERE ISNT A VOD 😭,Negative
LCF-11384,"ok i’m seeing what y’all been seeing with sahbabii music
i like it 😭",Positive
LCF-11400,imagine changing your music taste to impress him😭😭,Negative
LCF-11420,"I love the owl house very very much
I love it 🤧I love them all😭😭😭😭",Positive
LCF-11450,"#RWBY9Spoilers #RWBYSpoilers #RWBY9 
The last time we saw her with these vacant eyes I think was from the apathy grimm but this time the emptiness was coming from within and guilt and trauma😭😭😭😭",Negative
LCF-11469,honestly seventeen concert is like a reality check then here’s treasure concert asking teumes to BTO calling teume chiobu want Taobao teume home ?!?!?!?!?! The difference really 😭😂,Positive
LCF-11552,"🤣🤣🤣😂😭Oh my goodness, I never expected to hear that sentence ever😅🤣But one more thing to be super excited about🤣😂Yor super cute too bb♥️🌹♥️Especially the rubber cement booger balls😭😭😭I'm over here crackin'🤣🤣😂😂Whatever Yooou wanna dooo bbyyy😅🤣if Yooou want to",Positive
LCF-11552,"🤣🤣🤣😂😭Oh my goodness, I never expected to hear that sentence ever😅🤣But one more thing to be super excited about🤣😂Yor super cute too bb♥️🌹♥️Especially the rubber cement booger balls😭😭😭I'm over here crackin'🤣🤣😂😂Whatever Yooou wanna dooo bbyyy😅🤣if Yooou want to",Positive
LCF-11610,I liked one post and she’s all over my timeline 😭,Negative
LCF-11780,this is so sad like I can’t 😭💔,Negative
LCF-11841,"5 correct out of 7 attempted

And right, roommate. Le me who lives in a single room 😭",Negative
LCF-12143,I found a vid on twitch but 2 minutes in it was deleted I am dying 😭😭😭😭,Negative
LCF-12154,38 kill and 2 deaths is really insane 😭,Positive
LCF-12179,what does that mean😭,Negative
LCF-12202,i’ve seen enough trump really that nigga he got a whole fed case going on rn and pulled up to the UFC fight 😭😭,Positive
LCF-12256,He didn’t have to do her like that😭😭,Negative
LCF-12466,"For real, never gonna listen to Rob's picks again tho 😭 jk",Negative
LCF-12526,Girl he needs hair first 😭💔,Negative
LCF-12607,Ain't trump supposed to be locked up 😭😭,Positive
LCF-12690,Trump is at the ufc 😭🤣💀,Positive
LCF-12761,that you'll stand by me forever😭😭😭😭,Positive
LCF-13028,Just a quick reminder that this guy said aljo was ducking him and that he is going to be triple champ😭,Positive
LCF-13102,NO STOP NO NONO ENOUGH PLEASEEE THE TORTURE AFTER TODAYS EPISODE😭,Negative
LCF-13129,you caught me in my attempt 😭😭😭,Positive
LCF-13152,😭😭😭 why can’t i stop yawning,Negative
LCF-13282,"Now, Now Keyshawn, Just Relax 😭😭 Leave Frank Martin Alone Fam.. Not Yet",Negative
LCF-13392,I thought it was a different brand. That’s why I was avoiding 😭😭,Negative
LCF-13665,Someone told me I have a beautiful voice on stream today. 😭,Positive
LCF-13737,the crewneck isn’t even a hoodie 😭,Negative
LCF-13768,Thought she was getting up but really she just wanted to get closer 😭,Positive
LCF-13854,Had the 1st round 10-8 for Rosas but then another 10-8 in the 3rd for Rodrigues. What a strange fight 😭,Negative
LCF-13870,"whew i forgot my momma wanted these personalized shirts for her birthday 😭 they say they should be here in time enough for her birthday, we got until the 20th before it's too late, so I'm finna shoot up aw prayers NOW 😭",Negative
LCF-13870,"whew i forgot my momma wanted these personalized shirts for her birthday 😭 they say they should be here in time enough for her birthday, we got until the 20th before it's too late, so I'm finna shoot up aw prayers NOW 😭",Positive
LCF-13874,why am i just finding out about their friendship 😭😭😭😭,Negative
LCF-13926,I CAN’T BELIEVE ELIRA AND MILLIE BOTH SANG KOKORO TONIGHT OMGGG 😭💕,Positive
LCF-13970,My uncle just said I need a break from my attitude 😭😭😭,Negative
LCF-14411,Uk those people who refuse to eat a food if they don’t like it 😭🌚🌝 that’s me !,Positive
